msno,is_churn
4t2EnEFWHel3sd3y/2xtabOQaxUReI33QyD7uUrzRJg=,0
Eox4/MITgWnZG1m6chLDIx4/7c6k+1fmM3Zij3ueM7s=,0
O2P2Op1zZQY+r3LafXD2sGERLb8PvC8m32zPr+oGACM=,0
XH65QG/arcJnyFvc6R/QJzzpO50ssM/JWGJuTlLqMjA=,0
gH7kwVJXqt/WcFpb0bMJS+5umTK3lZcwF2257Us/Ja8=,0
FTX7FwkDu9IMYymiOKCPzsPDMmWQ33v5h83wwpaWsQI=,1
eU4osjAY65HnxWQ61t2xzU/KdfQ6XVPDWEYBQIsHmvA=,0
zDUGYkkXVC8HoylBpsP7WORTYNNec6V/gLkeqlWnKAA=,0
0EzNtF7nrepfzh3FRCE8PwzYAJhg8dCfYbW9aMUgm00=,0
kR0cKJCj49tyMGQq+v+Z5CWi3qV0FrPK6b8LL52Lg4I=,1
UM39aWt3V1dmQJnqB0mE8pHnVcBOz3ElSXqOMdPqqhA=,0
pH/6rMKwhpGT8rFMiL64PT7L0L7qeD8ZUaLsGloKV/E=,0
+xYZEJNd+6DPxU03c6DgdZop8FVkEZ5GXwt6v3wqs1Y=,0
CthgZOLWu++TJqynnRQUvCguLTxhYjzFCeCAO+W8HIc=,0
R9W6wcTGzfL85FCIkjdeUU0lsFn0G2ghSc19kiHd9qk=,0
9jgM1/5h/JfKrwYcjRPDuTbHPpQjI2rsUavquJGlQ1k=,0
hZQPnjfeCPfJ63f5zKq6SUuWC40UN5yEEmWpAWHJfNQ=,0
xtSLt4vycoZqA0rJk1tgGlmkR4QTgsRul5o+MNoUjoQ=,0
LvlK3L6DYEKrCq6SeU+FvZdg+tOwesHvnTEv+mSew20=,0
Yg8u6mDi/l1WYViSC6WKd+06aTuobidiSBgnp72cpyE=,0
YrN9vG6BqDBPN5stj22souXfEzsBYfScb7P+sa4aG40=,0
EPg5k35UodSSh9tyM4mBWD5WnwG+N7JT176sRI2w/xM=,1
EqDeGFXmljFuCJt+Dojpxr7wQnC4oLb8AOFMR6awQxU=,0
m0QXdsdXAlvY56PKOmWCoTU8wkFsfEGAJDdRyggafxM=,0
2bRPE4qtaPY6P6MFBlLG93S/5C/CP2Z+RPiX6nzi7p4=,0
UYbJMsUaJj7lhC8psyS3h2KSfHn4m/SGjXOS2I77oYo=,0
q6F6OalgKkzq0shvZQFyRLC3pKks9wzWdYmikDvH1eU=,0
eesusx/DrA5zEd7pr8CG/QeI7yjipr/2bKbfYMZ1PCY=,0
KqA+bhXRpEytGyrTkiyr6C/YJTTGqlPtiHJ0Aj1yZAo=,1
GQvLFAKIT3eaUcrOWUoasofSzfR7+X+0ZAN37j7Df8E=,0
NXJrZ0DyQW28YwWsxGC5mvMrsQJMUD10KGomicolyJQ=,0
Zq1H9wuaKC7sl7cgQ2vM8YKDuyopH3w6IHdUYGB/9ys=,0
wSVIu0FAVJuXJlbBPU2O9MwcOSwJSPFumzPZI4h7dno=,0
KoNpfJ913s8SBG+QjlVrp8BuzVcs8x8cfmvj2b7wbFc=,0
rw2n+Ay1wZ1SuUmjcdflvrfgTaUfk81GZgsT/TbpUPQ=,0
jkER+AzLcRwSGY7jQ1tuj7U1/U3g0uLWF2HT8YDhdPc=,0
3kfszcmQ+svnA3AZKaPt38Xmeb5A9G4b+lfJa/lGwnE=,0
CSmR6tAG/RMn7fKrzCIb/rEuB4FoVLrbMqhjC1Ab3cQ=,0
NmF2+T/I3yEFzbm4PwPQboASK7+K0VWHvZEVBid5Kjo=,0
g0XINMTAeFNEsOyyfSdxBdCekGaujaRUQRRTCavKEgw=,0
8kE8n2pjde4nX8woxfnAU6/C8CgxMCasZyaPBaQbOGI=,0
cPEI7R5ev3rom6q58zbkiDxWUfuRKmf5unj+xsTb1Gg=,0
lqe2JjS+G/5QOeckkRBCbmc+5IMc23Xoj9JJ6PV5gj8=,0
AMBpSH9BPjnQFDTNtQG2wWa+4mcQ5G/uzvarw92MEdE=,0
uZQRGJuqUrQNjPbtJZ00T6zii3cVDr70qRsMDprjh7g=,0
6UYndmUj1FKw0fSZtokQiJ+2NaKhRyLrkiDKALhgjss=,0
mjbafpM0Hup7q4JcA0zHpAVci3goirmgJuje2/ZAr0w=,0
YT4zfQ0KAj3pbFYgRzV07wp8dPBKOOlkre2TIzlPR6k=,0
qUPHGSUyS4pZgyOTSoXj3qX5I1XbWHwvt4JR29usAwg=,0
JgU71h8SP4YAzLBjAYjK+iBFabfHXiENlmc6x7Tr36w=,0
03o0gB0jP36zyIzFaZ0ygHnsJDrPmGhE6uh2GcG2uo0=,0
xwp6ZcHz/bsZL+LNxXCHis0nIraWatO0pWahWq+Dah8=,0
WCQO/S/ZtHN95PMn0C9wWngPWfo6QTYvx1CH/kSIbFQ=,0
GBIBe/yQZ6O08spX1rv3iVPan30nEdXrLkQSqQ6mqYQ=,0
0xfRbmbcZ37ZYUilyB/BccYniFzQlM1c/UUNE8nNzGs=,0
8177MA7Qc6W7JHVkQ5O4paXk1P9aGV301NbjG4gJgvc=,0
kiwo9pHMDRx1iBD1sKpDlLLNbKFg4p+AaiVgOgvjULw=,0
DConMoJw5VKyOGrR7a6wmscr2d9Fgbiy9FLUlOovfsU=,1
aY1kc6/U7S0iOObwFP3GDsujZ2K6tlJzPZkqnuv7OYU=,0
HF1Oz0kSTqEtc2nXyd1Ln9FCnuWF24RN+v2yQt/5qW0=,0
CnLDeyQRfvrG3mIMJOdO/OsBAJX5qK+/A1j/gD8c8RU=,0
MtLACuFu93D59cIWtccaxDZfyNOa2TyQ0akYPBUlswE=,0
7dEC+L0VpQbvRymWpxm5JEf2w6G2b1pbYAEyvW1yGA8=,0
5v5n60PA/aMmzDJT2yJzCF12bfRXWYhVRM/QLX/ZRTk=,0
dzw0yDePT5fSbl2k22mVoBJbyxRHhhK1pTjy2Qp4hZM=,0
CFai+IX9NwjU5k3GPZhse1PgqA2ZGhRAY75RxICUkWA=,0
5eXRVyoUhSoDuR8dqbN4PXoQdUzNzYEOoY+eSgp2gHY=,0
NKAEp9ZbH7OgEFSFpHCT7ROr7fqhJlxI6l++3qQK/08=,0
ZMEz9NlptHGraTkOQSYTsu50aIT95dxXxo/RlgRLuPQ=,0
F3q1/tfVHnbYdT049c2eJza0IQFdRPLP1NcpmnP0qq0=,0
2mrclfI+0wVh7rIMnqpPOgN9WMHOfThnmvFS+jglu5I=,0
PxvB3i4iiRn8eoianivwezVTCt4RjxuNsGRV1d3xyrk=,0
vJ2BgqFrWqDn+96uL1C92iWRaQB4HW4kyFhTx0+jqKQ=,1
jq1coJcMeo4jYh3WQ7PsMQy3YMfQ1MXmqVh6dTVqm8U=,0
lAgvnRJg1hS8eFVGlqTjC6zD9lGx/2sFQsgq6aIljL0=,0
ljjFM+flc94tAUHvjakJdfUPEODsBZ/XjZJRMU+C4qU=,0
v+iEPfe/PmYoL0Yb5wwpMjT8keYnXi7cO7MM07G+HX4=,0
e01vwJcTXGSPO9y4Sbc1MEgJiKm6oK3j3eJPvlfSc2I=,0
9YoKfdcC4W6ge3NlLoyUoxqkwPqFzvBYqsaorNCg+Ps=,0
+n9lruYN188dfIh7Hx66xId97rWHXs3JQLDL/wyW6lY=,0
viE0yohsRzTIqK8UGg44JqyGJHAVwQr00Stq3H5uNns=,0
75LN0hjZZHQgbD9cCGgJVqJGm75emImAM+YNF092F2g=,1
dfeZpgR2HUqhyV6u7BmFb0IebRdpMKtJrwdrHDwYHBg=,0
8WlXQtqS0VZTNPkoCJ8q66ZNdjMOV5h+BnOYjMIdQHY=,0
VL43kEuHJjnkN15Vb3N5c29nwOLLfe5GYezD46SuHhs=,0
XbnnvfYB+VzbDcuTtTPxzvnG37Z7TVIYjGUMJVGCKEQ=,0
O40TRbs95yzkz8K1NqEPUYDeM0s2B/RfZq3U+3BbK/o=,0
T5fmF3SoWKjiZi3JGTOAIAfd5UxBSg2Uh37nD15CAzk=,0
4wnfIbInoAVb/4aicmfEG0uzmow+P//jJeCnQImD43o=,1
0bC79g4WAhPC+uybT7QEDfnLUrSQ50eRLwOGhhN1ASI=,0
PlrY9rWIUUnUtQHlyaAb4osJRzws0TEzZeVi41vi5V4=,0
pZIUoJq0w6/Tq+4nNULjiY3ojMpiDtN8VE4/AZVhW3o=,0
+gna6gx5i3mTYGfs2gQx02Qa+c2CTYs68oN8RLvo6w8=,0
EDMqhvC261p4uAb2vtkWbwemCKqMojgPv5Ty7MCF6lA=,0
UeYmEvpvTqgcwuXEDD4BoBcqkES67fiB67cblUgx6U4=,0
wgwSt86GKrlwQaQB7h0/JBUWZ9/EycMgZ1CERl+MHWE=,0
kuEQY8g53H5b8abq3Y2nyj/EpAAL//iKdHWleyW0L0A=,0
JrbCwTdRwpVie9uj/0zoGXuVseufKbCOxexhGm8F+mw=,0
S2qRi06vOixolQ7P3Pi+k4Bms53Um5EPJ+wnyjH0Byg=,0
tcBp38H+Pz++KpIMsmfE6xGkbndEmSKOmRuY3lWk464=,0
HkfwJk6JuhnavX5FTZvvCoZYqeZbReoDNpltozSTFc4=,0
CgsvRqJlLWh7kzDl5YGlS/M1NCq5vG1/6WMuZpozMY4=,0
UdCsM+opdcRQH545SkLmgYciXkEbQ0s1eiqIVUkjS64=,0
TUPlQXzWIc3zVIZF9RZVpcZW2Wops4xmzWh10Kq1yx0=,0
CQf/VY6yAyFf1BSlRfNjJ+qzK1dT+vUGYRsGbdlXJXw=,0
tvgCq1uI93Qya5PkAwr9VR2hn/4lhx4DFcGqgH89y0s=,0
yRI+kKTw3eTgLGjSzNZT8SA4Ya0fhIjxYxbYKd8zKcE=,0
FvbcdYYAD+ih5eECVuDCLKUVBIQJLZVqprq0bpZINkE=,0
Qx8QTGSK4m9t+vDxELdvfrPQgqzQnALT3HMF6IzYA+Y=,0
jZzki5uigbtmTdobBcXW6cbupUnHKSKx7QtK33zNrDA=,0
9NHiny2iOuiDfJWXQRX5QJpoD47ZH78HNkNvDxU546g=,0
jOL2e6KkFQcoR/K74tTyW5mKOs3mezzTS8vSEq3WSG0=,0
rtqa+/UBlYY8MIzLNmUBXfxLy++diFwSGvK5QRTQozg=,0
TjffXqvB9sezCt/kriMDdJY7PjPAW0T9biAEizT9K5A=,0
0nMrkNZiFjXfLmr1jSaXsFhi9xsEXdawIFyIgZn+gU4=,0
SfbnLoGtZAMKCOWIGcxp8Wrihl6XOgWt9iSWQc0oWSc=,0
rK4W7wDvcdCxJIdqs9R2ktKAFYgzbOSX7T+emoj+PsQ=,1
cApO+ydpmkSBqFhBFgLgP9zRPr9ZEuURnnN2lyAmClo=,0
wqW1FaYzX6S51ox5w5mo9cjklf9RhFmC1Hc6QmOtHP0=,0
IuJoPNwQpIU3snoSVw2hnTtL1ZBNj90ZjSbk8ZtE1o4=,0
c+u5P14MxjtwuzPSszD4slpGtN2lkUU61dIq6bmv4MM=,0
vwDBuFNck0BtJvmg+HGX2cKynaITFYmRc3Yk95ZAzJU=,0
kZ1OaKqOUI6YLlagyGiX3tV922GbUsi6gYkZBp6xbPE=,0
NEbFc1UB4jJaHWGi6Fhz1sOvI36bxi0jtdFCgOdRhOI=,0
BikrH+vrh56qEAdu8ZtUW+HMUIt08RrioiHvCm2dY70=,0
NV/DAS65foJ+WYgJSBpcJXekFpSwYlEjBXexskE8lAc=,0
MIpK2z2wxSNhS0ZoLXCaLan51r9Nzkop+YL008K1II4=,0
lMHW1qKON/iRg+8xjL9CY49v0W2sK//kv6nMzLwiyFs=,0
FK+Y8fym5jfqifaINGi8hQ/QKZv7Gb60Q90Eh8QYCxQ=,0
dkJkvO0Gk0JLsDGw8PPDS4wqj/w4+LmXZo9WIpSkXP8=,1
Gj8t4TSmgt6Uu8U1k+2Mv4MQbmQJojZWb5uPknUrSOY=,0
atYuL6UjH1DzKtuQN0lRUW3LleNoBbHyFsNIjiFFZeg=,0
/whNJlIy5xeosRWvV3q470azlaNSRGzqvj/jRAje/MM=,0
YYSX/Z9GulgZFl1gk9OGsIYxmI+jHRtjfWXzYrP2Hcw=,1
VANNBcqAFdXMob0k8XLGsL5EW0elAnmIR2ffVWSLIUE=,0
96xqca4k1LdFwVCnnvpUDiiK+CcTfk8IalKLaqsUL5s=,0
4xPELmFPd7PeiPH/jwtuz/58u0EzMYdUAopMhWg5gRg=,0
kACtjrzCecUicmfQZDX181kd/O3FoVb7mUyzGuRDsTo=,0
SJ8heQtA3wB9RQ2VmvBVdjTjUyrjiaPckS72m0S8MOo=,0
YuFfUvXPAubsMo2V3azegxzbJF50ysg3+EWcRzN6MJA=,0
Pw1rJnrqJtaug3rNI+O+cbO4yZLIXdnK30V+59b7rjE=,0
SJLXrC1801cF3qZNxWBkPFJie/uSZi0L06YPP0JrAdk=,0
0B2/2biK13AbgoSP1moL1DdfBp/pMEJPKnDJbcnfLzQ=,0
X9ZCk/nzwta2u+uVXiHTRUDzEm8StBIrzisXD+Wweug=,0
aHtjrIjSiQDNBszXYRhm+uhIM+jS0pcWkPqj3ZUe3bo=,0
A7WCeAUjLjP9yY1nJ1sN1BlAyUEZ13eyPC/GVJi3Lr4=,0
WSk2JKpbeofRQxua5D++ltqfGy3OpqWlehgnBZMlV0I=,0
pOyljV54OFjlqCPwU2VDviQphFH55funUEkBYLZSoFo=,0
6Q49QgjbBZTMEx6J80LISljbJTX9gKQsHIA7Wj4USpw=,0
7VNrhAZMYNzkMImMKVI1NFjVAp2lf1a7MsfS/G9aIBY=,0
yFSrggBQxV4bwmQISJFSekOaXiyn4HzFRLIvp6iedGE=,0
